,Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color,found_zipcode,found_lat,found_lon
122574,A827856,,2021-01-01 19:24:00,01/01/2021 07:24:00 PM,Ruby Ray And Sienna Rouge Path in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Great Pyrenees,Brown/White,None,,
122575,A827859,Peluchin,2021-01-02 08:42:00,01/02/2021 08:42:00 AM,Austin (TX),Owner Surrender,Sick,Dog,Intact Male,1 month,Pomeranian Mix,Red/White,None,,
122576,A827870,,2021-01-02 13:24:00,01/02/2021 01:24:00 PM,Anderson Mill Road in Austin (TX),Stray,Sick,Dog,Intact Male,8 months,Chihuahua Shorthair,White/Tricolor,78729,30.46203,-97.750741
122577,A827862,,2021-01-02 13:35:00,01/02/2021 01:35:00 PM,1804 Sylvan Drive in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Raccoon,Black/Gray,78741,30.238036,-97.73407848148148
122578,A827875,,2021-01-02 14:45:00,01/02/2021 02:45:00 PM,1123 Elm Creek Drive in Austin (TX),Stray,Sick,Dog,Intact Male,1 year,Labrador Retriever,Tan,78744,30.1849844,-97.7645621
122584,A784105,Frankie,2021-01-03 08:28:00,01/03/2021 08:28:00 AM,Loyola And 183 in Austin (TX),Stray,Injured,Dog,Neutered Male,2 years,Harrier,Liver Tick,78723,30.305293,-97.664977
122589,A827917,,2021-01-03 17:03:00,01/03/2021 05:03:00 PM,1128 Spur in Austin (TX),Stray,Sick,Cat,Unknown,2 years,Domestic Shorthair,Black,None,,
122601,A827867,,2021-01-04 11:53:00,01/04/2021 11:53:00 AM,4601 Depew Avenue in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair/Dachshund,Black/Brown Brindle,78751,30.3058975,-97.71742519814815
122604,A827936,,2021-01-04 13:36:00,01/04/2021 01:36:00 PM,Leisure Drive in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Miniature Schnauzer Mix,Black,78754,30.343149,-97.6736531
122607,A827954,,2021-01-04 15:56:00,01/04/2021 03:56:00 PM,6014 Jacqueline Lane in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever/German Shepherd,Brown,78724,30.258736,-97.57269685229885
122608,A827968,,2021-01-04 16:46:00,01/04/2021 04:46:00 PM,700 Lavaca in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown,77979,28.613479,-96.622594
122609,A827967,,2021-01-04 16:33:00,01/04/2021 04:33:00 PM,10307 Georgian Drive in Austin (TX),Stray,Aged,Cat,Spayed Female,10 years,Domestic Longhair,Brown Tabby/White,78753,30.368731,-97.68704878921568
122610,A827973,,2021-01-04 16:59:00,01/04/2021 04:59:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,4 months,Basset Hound Mix,White/Black,None,,
122611,A823661,Apollo Buddy,2021-01-03 21:22:00,01/03/2021 09:22:00 PM,15207 Tacon Lane in Pflugerville (TX),Stray,Normal,Dog,Intact Male,1 year,Dachshund/Chihuahua Shorthair,Brown,None,,
122613,A827897,*Andromeda,2021-01-03 08:44:00,01/03/2021 08:44:00 AM,1215 West Slaughter Lane in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Rottweiler,Black/Tan,78748,30.173093,-97.814327
122614,A827887,,2021-01-02 20:11:00,01/02/2021 08:11:00 PM,10608 Turner Drive in Austin (TX),Stray,Feral,Cat,Intact Male,2 years,Siamese,Brown/Seal Point,78753,30.373783500000002,-97.6863823104928
122616,A827909,,2021-01-03 15:22:00,01/03/2021 03:22:00 PM,700 Congress Avenue in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Bat,Brown,78701,30.2692497,-97.7428248
122619,A827672,Winne,2021-01-02 13:17:00,01/02/2021 01:17:00 PM,2900 Manor Road in Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Labrador Retriever Mix,Brown,78722,30.285641,-97.711018
122620,A773909,Rocky,2021-01-03 11:20:00,01/03/2021 11:20:00 AM,8207 Sam Rayburn Drive in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Staffordshire Mix,Fawn/Tricolor,78753,30.346509,-97.69948598180062
122622,A827914,Coco Bean,2021-01-03 16:19:00,01/03/2021 04:19:00 PM,2508 West Riverside in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Boxer,Brown/White,None,,
122623,A827861,Ozzie,2021-01-02 09:02:00,01/02/2021 09:02:00 AM,3800 Shoal Creek Boulevard in Austin (TX),Stray,Normal,Dog,Neutered Male,20 years,Tibetan Terrier,Black,78756,30.307188,-97.747633
122626,A827888,,2021-01-03 01:00:00,01/03/2021 01:00:00 AM,4404 East Oltorf in Austin (TX),Stray,Sick,Dog,Intact Male,7 months,Pit Bull,Brown/White,None,,
122627,A827986,Toro,2021-01-05 08:03:00,01/05/2021 08:03:00 AM,5920 Diamondleaf Bend in Austin (TX),Owner Surrender,Sick,Dog,Intact Male,1 year,Chihuahua Shorthair,Black,None,,
122628,A827969,,2021-01-04 17:00:00,01/04/2021 05:00:00 PM,715 East 8Th Street in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pointer/Australian Cattle Dog,White/Brown Brindle,78701,30.267554,-97.734668
122629,A827976,,2021-01-05 07:48:00,01/05/2021 07:48:00 AM,8201 Riverstone Drive in Austin (TX),Stray,Sick,Dog,Intact Female,2 months,Chihuahua Shorthair,White/Brown,78724,30.293392,-97.63104054920792
122630,A827933,Lady Bird,2021-01-04 10:11:00,01/04/2021 10:11:00 AM,906 Possum Trot Street in Austin (TX),Public Assist,Normal,Dog,Spayed Female,8 years,Jack Russell Terrier/Rat Terrier,Black/White,78703,30.283826,-97.77157157394366
122634,A827989,Max,2021-01-05 09:54:00,01/05/2021 09:54:00 AM,212 West Murray Avenue in Manor (TX),Stray,Normal,Dog,Intact Male,7 years,Shih Tzu/French Bulldog,White/Black,78653,30.347880081632653,-97.5579886122449
122637,A828016,,2021-01-05 12:17:00,01/05/2021 12:17:00 PM,Ponca Street in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever,Black/White,78741,30.2395725,-97.69899035262608
122639,A828014,,2021-01-05 12:17:00,01/05/2021 12:17:00 PM,Ponca Street in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever,White/Black,78741,30.2395725,-97.69899035262608
122640,A828015,,2021-01-05 12:17:00,01/05/2021 12:17:00 PM,Ponca Street in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever,White/Black,78741,30.2395725,-97.69899035262608
122642,A827992,Luna,2021-01-05 14:29:00,01/05/2021 02:29:00 PM,7203 Bennet Avenue in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Catahoula Mix,White/Tan,None,,
122643,A827249,*Tofu,2021-01-05 15:10:00,01/05/2021 03:10:00 PM,8652 Nuckols Crossing Road in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Boxer,Brown/White,78744,30.159120185111732,-97.75753923462185
122644,A828023,,2021-01-05 14:52:00,01/05/2021 02:52:00 PM,5017 West Highway 290 in Austin (TX),Stray,Normal,Bird,Unknown,1 year,Chicken,Brown,77474,29.781788504504505,-96.15756472072071
122645,A828022,,2021-01-05 14:52:00,01/05/2021 02:52:00 PM,5017 West Highway 290 in Austin (TX),Stray,Normal,Bird,Unknown,1 year,Chicken,Brown,77474,29.781788504504505,-96.15756472072071
122646,A828030,Socks,2021-01-05 17:09:00,01/05/2021 05:09:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Black/White,None,,
122653,A828042,,2021-01-05 20:43:00,01/05/2021 08:43:00 PM,109 Denson in Austin (TX),Stray,Normal,Other,Intact Female,1 year,Hamster,White,None,,
122654,A828037,,2021-01-05 20:43:00,01/05/2021 08:43:00 PM,109 Denson in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Hamster,White,None,,
122657,A828057,,2021-01-06 09:53:00,01/06/2021 09:53:00 AM,109 Denson in Austin (TX),Stray,Nursing,Other,Unknown,1 day,Hamster,Tan,None,,
122658,A828052,,2021-01-06 09:53:00,01/06/2021 09:53:00 AM,109 Denson in Austin (TX),Stray,Nursing,Other,Unknown,1 day,Hamster,Tan,None,,
122659,A828053,,2021-01-06 09:53:00,01/06/2021 09:53:00 AM,109 Denson in Austin (TX),Stray,Nursing,Other,Unknown,1 day,Hamster,Tan,None,,
122660,A828056,,2021-01-06 09:53:00,01/06/2021 09:53:00 AM,109 Denson in Austin (TX),Stray,Nursing,Other,Unknown,1 day,Hamster,Tan,None,,
122661,A828054,,2021-01-06 09:53:00,01/06/2021 09:53:00 AM,109 Denson in Austin (TX),Stray,Nursing,Other,Unknown,1 day,Hamster,Tan,None,,
122662,A828055,,2021-01-06 09:53:00,01/06/2021 09:53:00 AM,109 Denson in Austin (TX),Stray,Nursing,Other,Unknown,1 day,Hamster,Tan,None,,
122663,A828051,,2021-01-06 09:53:00,01/06/2021 09:53:00 AM,109 Denson in Austin (TX),Stray,Nursing,Other,Unknown,1 day,Hamster,Tan,None,,
122665,A828035,,2021-01-05 18:35:00,01/05/2021 06:35:00 PM,Outside Jurisdiction,Stray,Normal,Dog,Intact Female,5 months,Labrador Retriever/Collie Smooth,Brown/White,None,,
122668,A828036,,2021-01-05 20:43:00,01/05/2021 08:43:00 PM,109 Denson in Austin (TX),Stray,Normal,Other,Intact Male,2 months,Hamster,White,None,,
122669,A828041,,2021-01-05 20:43:00,01/05/2021 08:43:00 PM,109 Denson in Austin (TX),Stray,Normal,Other,Intact Female,2 months,Hamster,White,None,,
122670,A828038,,2021-01-05 20:43:00,01/05/2021 08:43:00 PM,109 Denson in Austin (TX),Stray,Normal,Other,Intact Female,2 months,Hamster,White,None,,
122671,A828043,,2021-01-05 20:43:00,01/05/2021 08:43:00 PM,109 Denson in Austin (TX),Stray,Normal,Other,Intact Male,2 months,Hamster,White,None,,
122672,A828044,,2021-01-05 20:43:00,01/05/2021 08:43:00 PM,109 Denson in Austin (TX),Stray,Normal,Other,Intact Male,2 months,Hamster,Tan,None,,
122673,A828040,,2021-01-05 20:43:00,01/05/2021 08:43:00 PM,109 Denson in Austin (TX),Stray,Normal,Other,Intact Female,2 months,Hamster,Tan,None,,
122674,A777512,Envy,2021-01-06 12:45:00,01/06/2021 12:45:00 PM,7537  Redrick Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Siberian Husky/German Shepherd,Black/Tan,78747,30.162957849999998,-97.74097785000001
122676,A826013,*Sweet Potato,2021-01-06 11:28:00,01/06/2021 11:28:00 AM,Travis (TX),Owner Surrender,Normal,Other,Intact Male,2 years,Rabbit Sh,Brown,None,,
122677,A827885,*Sadie,2021-01-02 15:22:00,01/02/2021 03:22:00 PM,7620 Tx 130 in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Labrador Retriever Mix,Buff/Tan,77833,30.167235877551022,-96.40027817346939
122679,A828067,,2021-01-06 13:55:00,01/06/2021 01:55:00 PM,8718 Fm 812 in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair,Cream/Gold,None,,
122682,A813147,Augie,2021-01-06 16:31:00,01/06/2021 04:31:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Australian Kelpie Mix,Black/Brown,None,,
122683,A827972,*Owen,2021-01-04 16:59:00,01/04/2021 04:59:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Pointer Mix,White/Blue Tick,None,,
122686,A828063,Rex,2021-01-06 13:48:00,01/06/2021 01:48:00 PM,901 West Ben White Service Road in Austin (TX),Public Assist,Normal,Dog,Neutered Male,3 years,Chihuahua Shorthair,Brown/Tan,None,,
122687,A828017,Noodle,2021-01-05 14:30:00,01/05/2021 02:30:00 PM,East Riverside Drive At Wickersham Lane in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair/Dachshund,Fawn/White,None,,
122688,A828018,,2021-01-05 13:35:00,01/05/2021 01:35:00 PM,412 Hackberry Lane in Austin (TX),Stray,Sick,Dog,Unknown,2 years,German Shepherd Mix,Tan,78753,30.3587845,-97.69095024111338
122689,A828021,Hax,2021-01-05 16:23:00,01/05/2021 04:23:00 PM,12117 Manchaca Road in Austin (TX),Stray,Injured,Dog,Intact Female,11 years,Siberian Husky,Black/White,None,,
122690,A828061,Sally,2021-01-06 13:48:00,01/06/2021 01:48:00 PM,901 West Ben White Service Road in Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Lhasa Apso/Miniature Poodle,Gray/Black,None,,
122692,A828068,Binky,2021-01-06 13:03:00,01/06/2021 01:03:00 PM,2125 West Ben White Boulevard in Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Miniature Poodle/Maltese,Black,78704,30.230873000000003,-97.79179008545069
122694,A828065,Elliot,2021-01-06 13:03:00,01/06/2021 01:03:00 PM,2125 West Ben White Boulevard in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Miniature Poodle/Maltese,Black,78704,30.230873000000003,-97.79179008545069
122696,A827898,*Charlie,2021-01-03 09:04:00,01/03/2021 09:04:00 AM,1511 Faro Drive in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Border Collie/Australian Cattle Dog,White/Black,78741,30.23549775,-97.71339161044409
122697,A828089,Terrance,2021-01-07 10:54:00,01/07/2021 10:54:00 AM,Outside Jurisdiction,Owner Surrender,Medical,Cat,Neutered Male,8 months,Domestic Shorthair,White/Brown,None,,
122698,A827910,*Barkley,2021-01-03 15:02:00,01/03/2021 03:02:00 PM,2404 North Shields in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair,Brown,None,,
122699,A828098,Bentley,2021-01-07 12:55:00,01/07/2021 12:55:00 PM,Coronado Hill Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull,Gray/White,78752,30.3281548,-97.6889881
122700,A828102,Rosa,2021-01-07 12:55:00,01/07/2021 12:55:00 PM,Coronado Hill Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Brown Brindle,78752,30.3281548,-97.6889881
122702,A828093,Storm,2021-01-07 11:57:00,01/07/2021 11:57:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Blue Tabby/White,None,,
122703,A827877,*Silas,2021-01-02 16:17:00,01/02/2021 04:17:00 PM,13000 North Interstate 35 in Austin (TX),Stray,Normal,Dog,Intact Male,8 years,Chihuahua Shorthair Mix,Black/White,78753,30.41184715,-97.6749964669726
122705,A828109,Layla,2021-01-07 14:54:00,01/07/2021 02:54:00 PM,360 And Bee Cave in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Basenji Mix,Black/White,None,,
122706,A827824,*Cowboy,2021-01-07 16:29:00,01/07/2021 04:29:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 months,Pit Bull,Chocolate,None,,
122709,A828111,Plume,2021-01-07 15:48:00,01/07/2021 03:48:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,5 years,Domestic Longhair,White/Black,None,,
122710,A827955,*Cheerio,2021-01-04 15:54:00,01/04/2021 03:54:00 PM,14301 North Ih 35 in Travis (TX),Stray,Normal,Other,Intact Male,2 years,Rabbit Sh,Tan,78660,30.4339595,-97.6686637606531
122713,A828125,Polvoron,2021-01-08 12:07:00,01/08/2021 12:07:00 PM,2411 Lakehurst Drive in Austin (TX),Stray,Sick,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Blue Tabby/White,78744,30.183933500000002,-97.75624621715687
122714,A828129,,2021-01-08 13:11:00,01/08/2021 01:11:00 PM,11214 Amethyst in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Abyssinian,Brown/Black,None,,
122715,A828124,Obi,2021-01-08 11:42:00,01/08/2021 11:42:00 AM,8413 Forest Heights Lane in Austin (TX),Stray,Sick,Cat,Neutered Male,10 years,Domestic Shorthair,Black,78749,30.211603,-97.8672355572843
122717,A828152,Steel,2021-01-08 16:25:00,01/08/2021 04:25:00 PM,Woodland Village in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull,Blue/White,78750,30.4525357,-97.7965858
122718,A828076,*Momo,2021-01-06 17:59:00,01/06/2021 05:59:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,6 months,Domestic Shorthair,Black/White,None,,
122719,A828153,Mamita,2021-01-08 16:45:00,01/08/2021 04:45:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Pit Bull Mix,White/Gray,None,,
122720,A828157,,2021-01-08 18:54:00,01/08/2021 06:54:00 PM,5613 Manowar in Travis (TX),Stray,Injured,Cat,Neutered Male,3 years,Domestic Shorthair,Black/White,None,,
122721,A827998,*Louise,2021-01-05 11:07:00,01/05/2021 11:07:00 AM,Quicksilver And Bluff Springs in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby,78744,30.173544,-97.760785
122722,A828072,*Gopher,2021-01-06 15:37:00,01/06/2021 03:37:00 PM,14333 Martin Lane in Travis (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever/Pointer,Black/White,78669,30.426344,-98.084056
122723,A828070,*Tucker,2021-01-06 13:35:00,01/06/2021 01:35:00 PM,2510 Baxter Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,Black/White,78745,30.2115445,-97.8084624724026
122724,A828169,,2021-01-09 12:00:00,01/09/2021 12:00:00 PM,5217 Old Spicewood Springs Road in Austin (TX),Public Assist,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Black,78731,30.382614,-97.767581
122725,A828179,,2021-01-09 16:06:00,01/09/2021 04:06:00 PM,11112 Real Quiet Drive in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon,Black/Gray,78748,30.148994000000002,-97.81151318637993
122726,A828186,Olivia,2021-01-10 08:11:00,01/10/2021 08:11:00 AM,4434 Frontier Trail in Austin (TX),Owner Surrender,Injured,Dog,Intact Female,3 years,Siberian Husky,Black/White,78745,30.231409499999998,-97.79576352760756
122727,A828139,Baby,2021-01-08 13:54:00,01/08/2021 01:54:00 PM,1137 Gunter Street in Austin (TX),Stray,Normal,Cat,Intact Male,10 years,Domestic Shorthair Mix,Brown Tabby/White,78721,30.269238,-97.69517610523256
122729,A828203,,2021-01-11 07:45:00,01/11/2021 07:45:00 AM,Running Water And Eudora in Austin (TX),Stray,Injured,Cat,Intact Female,13 years,Domestic Shorthair,Brown Tabby,None,,
122730,A815695,King,2021-01-08 16:30:00,01/08/2021 04:30:00 PM,7200 Grand Canyon Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd,Brown,78752,30.328412,-97.69444625160955
122731,A828187,,2021-01-10 11:46:00,01/10/2021 11:46:00 AM,4722 Country Club Drive in Lago Vista (TX),Wildlife,Sick,Other,Unknown,1 year,Fox,Gray/Brown,78645,30.4448535,-98.00045844212963
122732,A828116,,2021-01-08 08:28:00,01/08/2021 08:28:00 AM,11026 Crossland Drive in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Fox,Brown/Black,78726,30.4413685,-97.82072071634616
122733,A828107,Luna,2021-01-07 14:35:00,01/07/2021 02:35:00 PM,12500 Old San Antonio Road in Travis (TX),Stray,Normal,Dog,Spayed Female,4 years,Great Dane Mix,Black/White,78652,30.1428037,-97.8015653
122734,A828106,Asher,2021-01-07 14:35:00,01/07/2021 02:35:00 PM,12500 Old San Antonio Road in Travis (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White,78652,30.1428037,-97.8015653
122735,A828131,,2021-01-08 14:30:00,01/08/2021 02:30:00 PM,7200 Grand Canyon Drive in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,German Shepherd,Black/Brown,78752,30.328412,-97.69444625160955
122736,A828160,,2021-01-08 22:57:00,01/08/2021 10:57:00 PM,6422 South 183 Highway in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Labrador Retriever/German Shepherd,Tan,78742,30.1972519,-97.6726886
122737,A828132,,2021-01-08 14:30:00,01/08/2021 02:30:00 PM,7200 Grand Canyon Drive in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,German Shepherd,Brown/Black,78752,30.328412,-97.69444625160955
122738,A828199,,2021-01-11 07:33:00,01/11/2021 07:33:00 AM,9500 Dessau Road in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Siberian Husky,Tan/White,78753,30.352494,-97.67525
122741,A796206,Xena,2021-01-11 09:41:00,01/11/2021 09:41:00 AM,4100 Victory Drive in Austin (TX),Public Assist,Normal,Dog,Spayed Female,3 years,German Shepherd,Brown/Black,78704,30.2340135,-97.79104488323907
122744,A827860,*Wallace,2021-01-02 08:53:00,01/02/2021 08:53:00 AM,Dessau Road And Arborside Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Siberian Husky Mix,Cream/Black,None,,
122745,A828048,*Dolly,2021-01-06 09:36:00,01/06/2021 09:36:00 AM,744 W William Cannon in Austin (TX),Stray,Sick,Dog,Spayed Female,6 years,Labrador Retriever/Black/Tan Hound,Black,None,,
122746,A828059,*Bernadette,2021-01-06 12:28:00,01/06/2021 12:28:00 PM,Brook Valley Drive And Crystalbrook Drive in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,German Shepherd Mix,Sable,None,,
122749,A827866,*Gromit,2021-01-02 13:00:00,01/02/2021 01:00:00 PM,1156 West Cesar Chavez Street in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Great Dane Mix,Brown/White,78703,30.2698608,-97.759685
122750,A828073,*Ernest,2021-01-06 15:55:00,01/06/2021 03:55:00 PM,11103 Bruneau Trail in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Rabbit Sh,Black/White,78754,30.3645402,-97.6531488
122756,A828224,Bimbo,2021-01-11 11:39:00,01/11/2021 11:39:00 AM,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,8 years,Pomeranian Mix,Red/Tan,None,,
122757,A828225,Bambi,2021-01-11 11:39:00,01/11/2021 11:39:00 AM,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,8 years,Pomeranian Mix,Tan,None,,
122758,A828047,Muddy,2021-01-06 08:53:00,01/06/2021 08:53:00 AM,2901 Montopolis Drive in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Black/White,78741,30.214757,-97.710041
122759,A828227,Bluboy,2021-01-11 12:14:00,01/11/2021 12:14:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Domestic Longhair,Brown Tabby/White,None,,
122760,A827906,*Mr Spock,2021-01-03 12:18:00,01/03/2021 12:18:00 PM,1032 East 46Th Street in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Blue Lacy Mix,Brown,78751,30.304675,-97.71405871921894
122761,A828235,,2021-01-11 14:50:00,01/11/2021 02:50:00 PM,18018 Fm 969 in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Black/White,78724,30.279007,-97.6431651
122762,A828082,*Falcor,2021-01-07 07:22:00,01/07/2021 07:22:00 AM,11707 Maha Loop in Mustang Ridge (TX),Stray,Injured,Dog,Intact Male,2 years,Anatol Shepherd Mix,Tan,None,,
122763,A692724,Molly,2021-01-11 16:09:00,01/11/2021 04:09:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,16 years,Chihuahua Shorthair Mix,White,None,,
122764,A828027,Sunshine,2021-01-05 16:24:00,01/05/2021 04:24:00 PM,2504 Sanders Street in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Chinese Sharpei/German Shepherd,Brown/Black,None,,
122765,A828026,*Simon,2021-01-05 15:36:00,01/05/2021 03:36:00 PM,Tom Miller Street At Antone Street in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Brown Tabby,None,,
122766,A622498,George,2021-01-11 17:02:00,01/11/2021 05:02:00 PM,5608 Cougar Drive in Austin (TX),Public Assist,Normal,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Black,78745,30.208965499999998,-97.78540749999999
122767,A828230,,2021-01-11 13:33:00,01/11/2021 01:33:00 PM,1200 Paul Teresa Saldana Street in Austin (TX),Stray,Injured,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby/White,78702,30.269326,-97.7031
122768,A828228,,2021-01-11 12:40:00,01/11/2021 12:40:00 PM,12302 Deer Falls Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,6 months,Border Terrier,Brown/Tan,78729,30.443458,-97.77058456578948
122769,A828229,,2021-01-11 12:40:00,01/11/2021 12:40:00 PM,12302 Deer Falls Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,10 months,Chihuahua Shorthair,Brown/White,78729,30.443458,-97.77058456578948
122779,A828275,,2021-01-12 12:46:00,01/12/2021 12:46:00 PM,701 Jet in Austin (TX),Stray,Injured,Cat,Intact Male,1 year,Domestic Shorthair,Brown Tabby/White,None,,
122782,A828278,Mufasa,2021-01-12 14:10:00,01/12/2021 02:10:00 PM,Williamson (TX),Public Assist,Normal,Dog,Neutered Male,3 years,Rottweiler/Labrador Retriever,Black/White,None,,
122783,A828214,,2021-01-11 11:39:00,01/11/2021 11:39:00 AM,1100 Cumberland in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull/Boxer,Brown/Black,None,,
122784,A828274,,2021-01-12 14:46:00,01/12/2021 02:46:00 PM,18010 Blake Manor Road in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Treeing Walker Coonhound,Tricolor,78653,30.262667,-97.487788
122785,A700839,*Turkey,2021-01-12 15:47:00,01/12/2021 03:47:00 PM,Dittmar in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Pit Bull Mix,Blue,78745,30.18587,-97.806914
122786,A828248,*Starla,2021-01-11 17:02:00,01/11/2021 05:02:00 PM,5608 Cougar Drive in Austin (TX),Public Assist,Normal,Cat,Intact Female,4 years,Domestic Longhair,Brown Tabby/White,78745,30.208965499999998,-97.78540749999999
122787,A828117,*Icee,2021-01-08 08:33:00,01/08/2021 08:33:00 AM,18005 Basket Flower Bend in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Border Collie Mix,White,None,,
122788,A828292,,2021-01-12 18:38:00,01/12/2021 06:38:00 PM,5307 Navarro in Travis (TX),Stray,Normal,Dog,Intact Female,3 months,Dachshund Wirehair/Chihuahua Shorthair,White/Tan,None,,
122789,A828293,,2021-01-12 18:38:00,01/12/2021 06:38:00 PM,5307 Navarro in Travis (TX),Stray,Normal,Dog,Intact Male,3 months,Dachshund Wirehair/Chihuahua Shorthair,Tan/White,None,,
122792,A614394,Ellie,2021-01-06 15:07:00,01/06/2021 03:07:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Black,None,,
122793,A614395,Mya,2021-01-06 15:07:00,01/06/2021 03:07:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Black/White,None,,
122794,A828279,Scout,2021-01-12 14:10:00,01/12/2021 02:10:00 PM,Williamson (TX),Public Assist,Normal,Dog,Neutered Male,5 years,Plott Hound,Black Brindle/White,None,,
122795,A828288,Rocky,2021-01-12 16:05:00,01/12/2021 04:05:00 PM,Rundberg And Lamar in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Jack Russell Terrier Mix,Brown/White,None,,
