,Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color,found_zipcode,found_lat,found_lon
123976,A830175,*Ella,2021-03-09 14:15:00,03/09/2021 02:15:00 PM,Woodhue And Armadillo in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,German Shepherd Mix,Black/Brown,None,,
123977,A830515,,2021-03-12 20:22:00,03/12/2021 08:22:00 PM,402 Zennia Street in Austin (TX),Stray,Normal,Cat,Neutered Male,3 years,Domestic Medium Hair,Black,78751,30.317999999999998,-97.72651514083458
123978,A830689,,2021-03-14 16:14:00,03/14/2021 04:14:00 PM,1521 Goldilocks Lane in Travis (TX),Wildlife,Sick,Other,Unknown,3 months,Skunk,Black/White,None,,
123980,A830679,Mamas,2021-03-14 13:16:00,03/14/2021 01:16:00 PM,17304 Hamilton Pool Road in Travis (TX),Stray,Injured,Dog,Intact Female,4 years,Weimaraner/Labrador Retriever,Gray,78738,30.291323786115917,-98.03995733663398
123981,A830671,Charlie,2021-03-14 08:06:00,03/14/2021 08:06:00 AM,4434 Frontier Trail in Austin (TX),Owner Surrender,Injured,Dog,Spayed Female,3 years,Labrador Retriever,Chocolate,78745,30.231409499999998,-97.79576352760756
123982,A830610,Lc,2021-03-12 10:59:00,03/12/2021 10:59:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby/White,None,,
123983,A830571,*Cota,2021-03-11 15:56:00,03/11/2021 03:56:00 PM,9201 Circuit Of The Americas Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Black/White,78617,30.135635,-97.644044
123984,A830696,Sasha,2021-03-14 20:35:00,03/14/2021 08:35:00 PM,Thyone Dr And South Fm 973 in Travis (TX),Stray,Normal,Dog,Intact Female,5 years,Alaskan Husky,Red/White,None,,
123985,A830197,*Werner,2021-03-15 11:54:00,03/15/2021 11:54:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Italian Greyhound Mix,Tan/White,None,,
123986,A821094,Auna,2021-02-05 08:16:00,02/05/2021 08:16:00 AM,9100 Waterford Centre Boulevard in Austin (TX),Public Assist,Normal,Dog,Intact Female,3 years,American Pit Bull Terrier Mix,White/Brown Brindle,78759,30.376492,-97.73039417758667
123987,A821093,Frankie,2021-02-05 08:16:00,02/05/2021 08:16:00 AM,9100 Waterford Centre Boulevard in Austin (TX),Public Assist,Normal,Dog,Intact Male,4 years,Labrador Retriever Mix,Brown Brindle/White,78759,30.376492,-97.73039417758667
123988,A830670,Benjamin Button,2021-03-14 07:54:00,03/14/2021 07:54:00 AM,904 West Ben White Boulevard in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Cairn Terrier,Black/Brown,78704,30.227233131883317,-97.77366312961512
123989,A829769,*Mochi,2021-03-15 11:44:00,03/15/2021 11:44:00 AM,5801 Tom Wooten Cove in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Brown/White,78731,30.35407,-97.78663258536585
123990,A823252,Margo,2021-03-15 12:03:00,03/15/2021 12:03:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,8 years,Domestic Shorthair,Calico,None,,
123992,A830568,*Nori,2021-03-11 15:21:00,03/11/2021 03:21:00 PM,10535 Becker Lane in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever,White,78617,30.093948,-97.651117
123993,A830559,*Timmy,2021-03-11 12:06:00,03/11/2021 12:06:00 PM,Pansy Trail And Avenue N in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Black/White,78728,30.432196,-97.6877345
123994,A830702,,2021-03-15 12:44:00,03/15/2021 12:44:00 PM,2801 Misty Shore Lane in Pflugerville (TX),Stray,Injured,Dog,Intact Female,13 years,Pomeranian,Brown,None,,
123995,A830558,*Gracie,2021-03-11 12:37:00,03/11/2021 12:37:00 PM,17821 Prairie Verbena Lane in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Collie Smooth,Brown/White,None,,
123996,A830538,*Murphy,2021-03-10 19:01:00,03/10/2021 07:01:00 PM,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Intact Male,2 years,Flat Coat Retriever,Black/Chocolate,78702,30.2523206,-97.6904572
123997,A830726,Sadie,2021-03-15 14:37:00,03/15/2021 02:37:00 PM,Rio Rojo in Travis (TX),Stray,Normal,Dog,Spayed Female,2 years,Labrador Retriever/Standard Poodle,White,None,,
123998,A771609,*Fredward,2021-02-05 14:06:00,02/05/2021 02:06:00 PM,Austin (TX),Owner Surrender,Injured,Dog,Neutered Male,4 years,American Bulldog Mix,White/Brown Brindle,None,,
123999,A830481,*Penelope,2021-03-10 11:11:00,03/10/2021 11:11:00 AM,7002 Colony Park Drive in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,German Shepherd,Black/Brown,78724,30.302275,-97.6434002319277
124000,A830693,,2021-03-14 16:45:00,03/14/2021 04:45:00 PM,North Ih 35 in Austin (TX),Stray,Injured,Cat,Intact Female,2 months,Domestic Shorthair,Blue Tabby,78759-3504,30.4023299,-97.7260086
124001,A830711,,2021-03-15 12:47:00,03/15/2021 12:47:00 PM,Galilee And Damita Jo Drive in Manor (TX),Stray,Sick,Dog,Intact Female,1 year,Chihuahua Shorthair,Tan,None,,
124002,A830699,Molly,2021-03-15 09:16:00,03/15/2021 09:16:00 AM,4322 Gillis Street in Austin (TX),Public Assist,Normal,Dog,Intact Female,7 years,Labrador Retriever,Black,78745,30.226737999999997,-97.78237896471774
124003,A830717,*Pips,2021-03-15 13:12:00,03/15/2021 01:12:00 PM,10315 North Platt River Drive in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby,78748,30.1579738,-97.8170468
124004,A830749,,2021-03-16 06:11:00,03/16/2021 06:11:00 AM,13333 West Highway 71 in Travis (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Black,None,30.1771136,-97.5304404
124006,A830736,Lao Stu,2021-03-15 17:13:00,03/15/2021 05:13:00 PM,2025 Wayward Sun in Austin (TX),Stray,Normal,Dog,Intact Male,15 years,Border Collie,Black/White,None,,
124007,A829020,Mixie,2021-03-16 10:38:00,03/16/2021 10:38:00 AM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,12 years,American Pit Bull Terrier,Brown Brindle/White,None,,
124008,A830765,,2021-03-16 09:51:00,03/16/2021 09:51:00 AM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,5 years,Maltese,White,None,,
124010,A830613,*Coco,2021-03-12 12:48:00,03/12/2021 12:48:00 PM,114 West 7Th St in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Shorthair,Torbie,78701,30.26943,-97.743372
124011,A830556,*Cornelia,2021-03-11 11:04:00,03/11/2021 11:04:00 AM,6600 Elm Creek Drive Unit 130 in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,White/Black,None,,
124012,A830724,,2021-03-15 14:20:00,03/15/2021 02:20:00 PM,2513 Dove Drive in Austin (TX),Stray,Injured,Other,Intact Female,2 years,Rabbit Sh,White/White,78744,30.1907905,-97.7521310074468
124013,A829806,*Iguana,2021-02-23 15:35:00,02/23/2021 03:35:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Brown Brindle/White,None,,
124014,A830623,,2021-03-12 16:13:00,03/12/2021 04:13:00 PM,6801 Stonleigh Place in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Golden Retriever,Tan,78744,30.182710999999998,-97.76089647579386
124015,A830771,Frances,2021-03-16 10:46:00,03/16/2021 10:46:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Black,None,,
124016,A830594,*Lulu,2021-03-12 08:04:00,03/12/2021 08:04:00 AM,Fm 973 And Decker Lake Road in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Great Pyrenees Mix,White,None,,
124017,A830781,,2021-03-16 12:21:00,03/16/2021 12:21:00 PM,107 Fuentes Trail in Travis (TX),Stray,Sick,Cat,Unknown,6 years,Domestic Shorthair Mix,Brown Tabby/White,78705,30.305988550000002,-97.74325908008242
124018,A826536,Hayes,2021-03-16 12:25:00,03/16/2021 12:25:00 PM,Manor (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,German Shepherd,Black/Brown,None,,
124019,A825835,*Malala,2021-03-16 12:05:00,03/16/2021 12:05:00 PM,12000 South Ih 35 in Austin (TX),Stray,Normal,Cat,Spayed Female,5 years,Domestic Shorthair,Calico,None,29.6863876,-96.1296178
124020,A830783,,2021-03-16 13:56:00,03/16/2021 01:56:00 PM,4700 Alf Avenue in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Raccoon,Black,78721,30.268535,-97.692373
124021,A474506,Amaya,2021-03-10 20:19:00,03/10/2021 08:19:00 PM,2304 Elara Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,14 years,Pit Bull/German Shepherd,Tan,None,,
124022,A666562,Clifford,2021-03-16 14:41:00,03/16/2021 02:41:00 PM,1907 Espino Cove in Austin (TX),Stray,Normal,Dog,Intact Male,10 years,Chihuahua Shorthair Mix,Brown/Black,78744,30.181451,-97.76900833241274
124023,A830768,,2021-03-16 14:31:00,03/16/2021 02:31:00 PM,17416 Sleepy Hollow in Travis (TX),Wildlife,Sick,Other,Unknown,1 year,Fox,Gray,None,,
124024,A830792,Hunnii,2021-03-16 13:56:00,03/16/2021 01:56:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White,None,,
124025,A830787,Zimba,2021-03-16 12:54:00,03/16/2021 12:54:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 years,Siamese,Lynx Point,None,,
124026,A830793,Thing,2021-03-16 13:55:00,03/16/2021 01:55:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,8 years,Domestic Shorthair,Black,None,,
124027,A830580,Princess Peach,2021-03-11 17:12:00,03/11/2021 05:12:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Treeing Walker Coonhound Mix,White/Black,None,,
124028,A830580,Princess Peach,2021-03-16 15:08:00,03/16/2021 03:08:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 months,Treeing Walker Coonhound Mix,White/Black,None,,
124029,A830799,,2021-03-16 15:17:00,03/16/2021 03:17:00 PM,7900 East Riverside Drive in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Black,78742,30.215799,-97.687871
124030,A830794,*Toby,2021-03-16 13:57:00,03/16/2021 01:57:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,12 years,Domestic Medium Hair,Black,None,,
124031,A830770,,2021-03-16 10:45:00,03/16/2021 10:45:00 AM,9105 Cedar Crest Drive in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Skunk,Black/White,78750,30.442674,-97.79400143303187
124032,A830805,,2021-03-16 16:27:00,03/16/2021 04:27:00 PM,12Th St in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown,78742,30.2024846,-97.6625392
124033,A830796,,2021-03-16 15:02:00,03/16/2021 03:02:00 PM,East State Highway 71 in Austin (TX),Stray,Sick,Dog,Intact Female,2 months,German Shepherd Mix,Black/Brown,78382,28.023180049212563,-97.05078091752851
124034,A830819,Chum Chum,2021-03-17 07:14:00,03/17/2021 07:14:00 AM,Austin (TX),Owner Surrender,Injured,Dog,Intact Male,3 months,Great Pyrenees,White,None,,
124035,A827857,Ty,2021-01-01 22:21:00,01/01/2021 10:21:00 PM,18010 Blake Manor Road in Travis (TX),Stray,Injured,Dog,Intact Male,6 months,Labrador Retriever,Black/White,78653,30.262667,-97.487788
124036,A827857,Ty,2021-01-27 13:57:00,01/27/2021 01:57:00 PM,Manor (TX),Owner Surrender,Injured,Dog,Intact Male,6 months,Labrador Retriever,Black/White,None,,
124037,A830804,,2021-03-16 17:00:00,03/16/2021 05:00:00 PM,1071 Clayton Lane in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Great Pyrenees Mix,White/Cream,78723,30.3184385,-97.70319796640317
124038,A830803,,2021-03-16 17:00:00,03/16/2021 05:00:00 PM,1071 Clayton Lane in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Great Pyrenees Mix,White/Cream,78723,30.3184385,-97.70319796640317
124040,A830835,Domino,2021-03-17 11:33:00,03/17/2021 11:33:00 AM,10700 Macmora Road in Austin (TX),Stray,Normal,Cat,Intact Female,3 years,Domestic Shorthair Mix,White/Black,78758,30.381977,-97.702553
124041,A830832,Vincent,2021-03-17 11:11:00,03/17/2021 11:11:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,8 years,Domestic Shorthair,Black/White,None,,
124042,A830833,Gomble,2021-03-17 11:31:00,03/17/2021 11:31:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,3 years,Domestic Shorthair,White/Brown Tabby,None,,
124043,A830847,,2021-03-17 14:45:00,03/17/2021 02:45:00 PM,Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Raccoon,Gray/Black,None,,
124044,A830221,Millie,2021-03-10 13:40:00,03/10/2021 01:40:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Old English Sheepdog Mix,Black/White,None,,
124045,A830798,Manny,2021-03-16 15:11:00,03/16/2021 03:11:00 PM,7010 West State Highway 71 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Great Pyrenees/Labrador Retriever,White/Brown,None,29.6863876,-96.1296178
124046,A736916,Nala,2021-03-17 15:43:00,03/17/2021 03:43:00 PM,Southwick Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Pit Bull Mix,Tan,78724,30.2784011,-97.6275614
124047,A830846,,2021-03-17 14:00:00,03/17/2021 02:00:00 PM,Ayala Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Miniature Schnauzer,Gray,None,,
124048,A753404,Marley,2021-03-17 17:21:00,03/17/2021 05:21:00 PM,4701 Creek Bend Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Pit Bull Mix,Black/Brown,78744,30.184143499999998,-97.75110306375598
124049,A830860,,2021-03-17 17:44:00,03/17/2021 05:44:00 PM,Austin (TX),Owner Surrender,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair,Blue Tabby,None,,
124050,A830852,Sugar,2021-03-17 15:10:00,03/17/2021 03:10:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,9 years,Ragdoll,Flame Point,None,,
124051,A830535,*Trusty,2021-03-10 16:57:00,03/10/2021 04:57:00 PM,6121 Kellam Road in Austin (TX),Stray,Injured,Dog,Intact Male,8 years,Labrador Retriever,Red/White,78617,30.1559167,-97.6189066
124052,A830863,,2021-03-17 18:38:00,03/17/2021 06:38:00 PM,70 Rainey Street in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Brown,78701,30.258549549999998,-97.73916632213094
124053,A830851,Callie,2021-03-17 16:04:00,03/17/2021 04:04:00 PM,8524 Burnet Road in Austin (TX),Public Assist,Normal,Cat,Spayed Female,4 years,Domestic Shorthair,Torbie/White,78757,30.366943,-97.728397
124054,A830869,*147 Grams,2021-03-17 20:29:00,03/17/2021 08:29:00 PM,5507 Larchbrook in Austin (TX),Stray,Nursing,Cat,Intact Male,6 days,Domestic Shorthair,Blue,None,,
124055,A830868,*155 Grams,2021-03-17 20:29:00,03/17/2021 08:29:00 PM,5507 Larchbrook in Austin (TX),Stray,Nursing,Cat,Intact Male,6 days,Domestic Shorthair,Brown Tabby,None,,
124056,A830867,*132 Grams,2021-03-17 20:29:00,03/17/2021 08:29:00 PM,5507 Larchbrook in Austin (TX),Stray,Nursing,Cat,Intact Female,6 days,Domestic Shorthair,Brown Tabby,None,,
124057,A830870,*138 Grams,2021-03-17 20:29:00,03/17/2021 08:29:00 PM,5507 Larchbrook in Austin (TX),Stray,Nursing,Cat,Intact Female,6 days,Domestic Shorthair,Black,None,,
124058,A830250,*Hansel,2021-03-05 14:31:00,03/05/2021 02:31:00 PM,Cesar Chavez And North Lamar in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,German Shepherd Mix,Brown/Black,None,,
124059,A830872,David Farwell,2021-03-17 20:54:00,03/17/2021 08:54:00 PM,7505 Bennett in Austin (TX),Stray,Injured,Cat,Neutered Male,3 years,Domestic Shorthair,Brown Tabby,None,,
124061,A830871,*139 Grams,2021-03-17 20:29:00,03/17/2021 08:29:00 PM,5507 Larchbrook in Austin (TX),Stray,Nursing,Cat,Intact Male,6 days,Domestic Shorthair,Blue Tabby,None,,
124062,A830881,Dixie,2021-03-18 08:10:00,03/18/2021 08:10:00 AM,William Cannon And Menchaca in Austin (TX),Public Assist,Normal,Dog,Intact Female,3 years,Chihuahua Shorthair,Brown/White,None,,
124063,A830634,Bevo,2021-03-14 07:52:00,03/14/2021 07:52:00 AM,1909 Vallejo Street in Austin (TX),Stray,Injured,Cat,Neutered Male,6 years,Domestic Shorthair,Orange Tabby/White,78757,30.3424415,-97.7344526724138
124064,A830893,Bruce,2021-03-18 11:04:00,03/18/2021 11:04:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Black/White,None,,
124065,A830857,*Petunia,2021-03-17 17:44:00,03/17/2021 05:44:00 PM,Austin (TX),Owner Surrender,Nursing,Cat,Intact Female,8 months,Domestic Shorthair,Torbie,None,,
124066,A818693,Ginger,2021-03-18 10:41:00,03/18/2021 10:41:00 AM,7201 Levander Loop in Austin (TX),Abandoned,Normal,Cat,Spayed Female,1 year,Domestic Shorthair,Orange Tabby,78702,30.2523206,-97.6904572
124068,A830899,,2021-03-18 12:16:00,03/18/2021 12:16:00 PM,Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,None,,
124069,A826542,Mia,2021-03-18 12:20:00,03/18/2021 12:20:00 PM,810 Bastrop Highway in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,American Staffordshire Terrier,Gray/White,78741,30.231829,-97.684316
124070,A830557,Max,2021-03-11 12:37:00,03/11/2021 12:37:00 PM,16901 Hayride Circle in Travis (TX),Owner Surrender,Injured,Dog,Neutered Male,2 months,German Shepherd Mix,Chocolate/Tan,78617,30.141164,-97.5759904017857
124071,A830791,Greyboy,2021-03-16 13:55:00,03/16/2021 01:55:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,6 years,Domestic Shorthair,Blue/White,None,,
124072,A830900,Nathan,2021-03-18 11:54:00,03/18/2021 11:54:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Cream Tabby,None,,
124073,A673963,Harry,2021-03-15 13:30:00,03/15/2021 01:30:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,8 years,Australian Cattle Dog Mix,Red Tick/Orange,None,,
124074,A830906,Garf,2021-03-18 13:31:00,03/18/2021 01:31:00 PM,Austin (TX),Owner Surrender,Sick,Cat,Intact Male,1 year,Domestic Longhair,Orange Tabby,None,,
124075,A830797,Yaco,2021-03-16 15:11:00,03/16/2021 03:11:00 PM,7010 West State Highway 71 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd,Brown/Black,None,29.6863876,-96.1296178
124077,A830622,*Iris,2021-03-12 16:13:00,03/12/2021 04:13:00 PM,6801 Stonleigh Place in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Border Collie Mix,Black/White,78744,30.182710999999998,-97.76089647579386
124078,A830907,Dart,2021-03-18 13:31:00,03/18/2021 01:31:00 PM,Austin (TX),Owner Surrender,Sick,Cat,Intact Male,1 year,Domestic Longhair,Black,None,,
124079,A830914,Sage,2021-03-18 15:58:00,03/18/2021 03:58:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Australian Shepherd Mix,Blue Merle/White,None,,
124080,A830915,,2021-03-18 16:05:00,03/18/2021 04:05:00 PM,2505 Drew Lane in Austin (TX),Stray,Pregnant,Cat,Intact Female,1 year,Domestic Shorthair,Gray Tabby,78748,30.169780000000003,-97.83266013214285
124081,A830865,*65 Grams,2021-03-18 08:29:00,03/18/2021 08:29:00 AM,3306 Goodwin Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,1 day,Domestic Shorthair,Tortie,78702,30.269174,-97.69871549011998
124082,A830956,Binks,2021-03-19 07:44:00,03/19/2021 07:44:00 AM,Austin (TX),Owner Surrender,Sick,Cat,Neutered Male,3 years,Domestic Longhair,Blue,None,,
124083,A830686,*Rory,2021-03-14 15:12:00,03/14/2021 03:12:00 PM,71086 Blake Manor Road in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd Mix,Brown/White,None,,
124084,A830688,*Mona,2021-03-14 15:41:00,03/14/2021 03:41:00 PM,Turtle Dove Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,White/Brown,78744,30.1863551,-97.7502167
124085,A830737,*Covey,2021-03-15 16:30:00,03/15/2021 04:30:00 PM,5304 Kara Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Great Pyrenees,White,None,,
124086,A830683,*Roca,2021-03-14 14:40:00,03/14/2021 02:40:00 PM,North Lamar And West Longspur Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Pit Bull,Blue/White,None,,
124087,A828663,*Dutch,2021-01-22 16:19:00,01/22/2021 04:19:00 PM,2606 Rio Grande in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd Mix,Brown,None,,
124088,A830972,Cu Way,2021-03-19 11:50:00,03/19/2021 11:50:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,14 years,Chihuahua Shorthair,Buff/White,None,,
124089,A830971,Curly,2021-03-19 11:50:00,03/19/2021 11:50:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,14 years,Chihuahua Longhair,Buff/White,None,,
124090,A830970,Cu Lon,2021-03-19 11:50:00,03/19/2021 11:50:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,14 years,Chihuahua Shorthair,Buff,None,,
124091,A830967,Mia,2021-03-19 10:50:00,03/19/2021 10:50:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,10 years,Chihuahua Shorthair,White/Tricolor,None,,
124092,A828663,*Dutch,2021-03-19 13:21:00,03/19/2021 01:21:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,German Shepherd Mix,Brown,None,,
124093,A830734,*Clive,2021-03-15 16:25:00,03/15/2021 04:25:00 PM,3101 Shoreline Drive in Travis (TX),Abandoned,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Black,None,,
124094,A830984,Nala,2021-03-19 14:57:00,03/19/2021 02:57:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie,None,,
124095,A830985,Simba,2021-03-19 14:57:00,03/19/2021 02:57:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie,None,,
124096,A830593,Ghost,2021-03-12 07:19:00,03/12/2021 07:19:00 AM,Nueces in Austin (TX),Stray,Injured,Cat,Neutered Male,3 years,Domestic Shorthair,Brown Tabby,78705,30.293931,-97.742885
124097,A830242,*Malachite,2021-03-05 11:05:00,03/05/2021 11:05:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Pit Bull,Black/White,None,,
124099,A830990,Rocky,2021-03-19 15:40:00,03/19/2021 03:40:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,9 years,Rottweiler Mix,Black/Red,None,,
124100,A817074,*Tahini,2021-03-10 17:12:00,03/10/2021 05:12:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,White/Brown,None,,
124101,A783382,*Borf,2021-03-05 16:30:00,03/05/2021 04:30:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,White/Black,None,,
124104,A830759,*Salander,2021-03-16 07:38:00,03/16/2021 07:38:00 AM,1307 Harrison Lane in Austin (TX),Stray,Injured,Cat,Intact Male,8 months,Domestic Shorthair,Brown Tabby/White,78742,30.22487,-97.67401942682926
124105,A829661,*Skeeter,2021-02-19 17:23:00,02/19/2021 05:23:00 PM,9604 Carson Creek in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Orange Tabby,None,,
124106,A831002,Zeus,2021-03-20 07:35:00,03/20/2021 07:35:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Pit Bull,Black/White,None,,
124110,A759729,*Pocky,2021-03-11 12:36:00,03/11/2021 12:36:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Pit Bull Mix,Black,None,,
124112,A831020,,2021-03-20 14:39:00,03/20/2021 02:39:00 PM,4600 Nuckols Crossing in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever/German Shepherd,Tan/Black,78744,30.1799227,-97.7502484
124113,A831025,,2021-03-20 15:53:00,03/20/2021 03:53:00 PM,Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Skunk,Black/White,None,,
124115,A824110,Baby,2021-01-14 15:45:00,01/14/2021 03:45:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,None,,
124117,A831044,Kiri,2021-03-21 07:51:00,03/21/2021 07:51:00 AM,4434 Frontier Trail in Austin (TX),Owner Surrender,Sick,Cat,Intact Female,10 months,Domestic Shorthair,Brown Tabby,78745,30.231409499999998,-97.79576352760756
124118,A831046,,2021-03-21 07:58:00,03/21/2021 07:58:00 AM,4434 Frontier Trail in Austin (TX),Owner Surrender,Nursing,Cat,Intact Female,2 days,Domestic Shorthair,Gray Tabby,78745,30.231409499999998,-97.79576352760756
124119,A831043,,2021-03-21 07:42:00,03/21/2021 07:42:00 AM,4434 Frontier Trail in Austin (TX),Owner Surrender,Sick,Dog,Intact Female,2 months,Dalmatian,White/Black,78745,30.231409499999998,-97.79576352760756
124121,A820080,*Theodore,2021-02-26 14:59:00,02/26/2021 02:59:00 PM,Austin (TX),Owner Surrender,Sick,Cat,Neutered Male,7 years,Domestic Shorthair,Brown Tabby,None,,
124122,A831048,Loki,2021-03-21 08:18:00,03/21/2021 08:18:00 AM,10816 Amblewood Way in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 months,Alaskan Malamute Mix,Gray/White,78753,30.367355500000002,-97.67081947412588
124123,A829957,Ridley,2021-03-18 14:05:00,03/18/2021 02:05:00 PM,Ed Bluestein And Springdale in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull,Black/White,None,,
124124,A831066,,2021-03-21 14:43:00,03/21/2021 02:43:00 PM,Ben White And 71 Trailers in Austin (TX),Stray,Nursing,Cat,Intact Female,5 weeks,Domestic Shorthair,Black,None,,
124125,A831067,,2021-03-21 14:44:00,03/21/2021 02:44:00 PM,Ben White And 71 Trailers in Austin (TX),Stray,Nursing,Cat,Intact Female,5 weeks,Domestic Shorthair,Black,None,,
124126,A831068,,2021-03-21 14:46:00,03/21/2021 02:46:00 PM,Ben White And 71 Trailers in Austin (TX),Stray,Nursing,Cat,Intact Female,5 weeks,Domestic Shorthair,Tortie,None,,
124127,A830840,Abby,2021-03-19 16:03:00,03/19/2021 04:03:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Golden Retriever Mix,Tan/White,None,,
